Year,Month,Model_Name,Models_Created,Algorithm_Type,Data_Size_GB,Training_Time_Hours,Accuracy,Precision,Recall,F1_Score,Validation_Split,Epochs,Batch_Size,Optimizer,Investment_Million_USD,Public_Acceptance,Investment_in_Billion_USD,Public_Acceptance_Percentage,Number_of_Employees,Tech_Advancements,Industry_Adoption,Regulatory_Environment,Public_Awareness
2013,10,Model_67,2.0,Unsupervised,358.0576602904781,29.67014314310246,0.6205012456277512,0.738394516005298,0.6585355331603469,0.7518282874185602,0.18,146,16.0,RMSprop,640.1409715233066,0.44,0.6401409715233066,55.75220624960099,0,Low,Low,Strict,Low
2011,1,Model_93,6.0,Unsupervised,851.984579394822,98.84551906932518,0.6725807435374643,0.8982200420216786,0.8511326908781791,0.6300997740180269,0.17,325,32.0,Adam,240.4266392039231,0.54,0.2404266392039231,64.52830500232037,0,High,Low,Strict,High
2014,1,Model_8,4.0,Unsupervised,267.188875677806,6.212301506429277,0.591519517799922,0.6811955093878375,0.6895214866222833,0.8442710724680412,0.11,205,64.0,Adamax,661.0594782358513,0.58,0.6610594782358513,97.78383855995932,0,High,High,Flexible,High
2012,8,Model_29,6.0,Reinforcement,523.5035537902271,96.74894372005053,0.407792243377839,0.7843887508531168,0.7224786445771505,0.6254929913960314,0.15,238,64.0,Adamax,245.5611895724699,0.56,0.2455611895724699,73.46213371910719,0,High,Low,Moderate,High
2011,6,Model_10,3.0,Reinforcement,355.657575177099,85.03607090846998,0.6317436398154893,0.8153721112141458,0.478115659320238,0.7504016513849294,0.2,456,16.0,Adam,642.1942589576712,0.39,0.6421942589576712,88.96103868250223,0,High,Low,Flexible,High
2021,8,Model_69,4.0,Reinforcement,971.9868451023866,19.45253911967689,0.6596101069461511,0.7038606986073468,0.6427344877861173,0.8020920618539996,0.24,20,64.0,RMSprop,49325.73682972947,0.75,49.32573682972946,91.66927996688275,20,High,Low,Flexible,Very High
2010,8,Model_75,8.0,Unsupervised,482.6247712039601,49.34581341642491,0.5331017653812982,0.7267772392578008,0.6705444815588449,0.717480124566389,0.15,77,32.0,SGD,695.4358795698327,0.44,0.6954358795698327,65.79055464283957,0,High,Low,Strict,High
2019,11,Model_68,6.0,Supervised,285.4555297886643,38.63053187524302,0.9343385679379714,0.9032717876461789,0.3950106840902955,0.8978613804073152,0.26,477,32.0,SGD,14701.80875102679,0.84,14.70180875102679,68.54054361251094,9,High,Low,Strict,High
2011,8,Model_49,4.0,Unsupervised,737.4184441227297,34.79360083084416,0.7313565734739094,0.459714174064466,1.0,0.6188568261054351,0.27,408,32.0,RMSprop,453.6589825549869,0.46,0.4536589825549869,78.48394824390965,0,High,Low,Moderate,High
2015,10,Model_58,3.0,Reinforcement,269.6243814144613,100.1329591575828,0.6585605380362736,0.7014915362145411,0.5221643213704212,0.9253889231707473,0.15,345,16.0,Adamax,450.7405520916647,0.65,0.4507405520916647,56.82055049507348,0,Low,Low,Strict,Moderate
2017,7,Model_35,7.0,Reinforcement,271.9742945579081,35.58388351859895,0.9032044290909105,0.7052173837912553,0.5932690906650149,0.9094313851553442,0.18,426,16.0,RMSprop,9323.440457732375,0.67,9.323440457732374,71.97451543218175,4,High,High,Moderate,High
2022,7,Model_50,3.0,Reinforcement,757.764203501416,5.012066122700917,0.6600515750124538,0.7195460303684129,0.3724672281854334,0.8635119104443666,0.29,164,256.0,RMSprop,35470.45760959412,0.82,35.47045760959412,65.87535342893855,18,High,Low,Strict,High
2012,10,Model_40,7.0,Reinforcement,285.2446394237494,122.6326619868187,0.7357606480572816,0.7262044172818857,0.9108269091290133,0.74825622320327,0.22,300,32.0,Adam,942.219063653786,0.46,0.9422190636537859,65.08757324473999,0,High,Low,Strict,High
2020,4,Model_12,4.0,Reinforcement,293.6643327632237,54.53113643322446,0.6146322453261909,0.7079132852095614,0.4680299281553607,0.8158404447604778,0.18,228,32.0,Adam,64288.983210524,0.85,64.288983210524,80.91417552693805,21,Very High,Low,Moderate,Very High
2018,9,Model_85,9.0,Supervised,1011.65322527987,3.805071048266477,0.757340296340545,0.9691832394716129,0.9510398019506486,0.8193375462455538,0.23,309,64.0,Adamax,5398.600998401783,0.76,5.398600998401783,63.71704383373132,3,High,High,Strict,High
2021,12,Model_16,6.0,Reinforcement,-7.555872929791363,64.99711405242893,0.6411868919519652,0.7713545090811615,0.7187852248583849,0.8377499052248453,0.18,427,256.0,Adam,32500.45069928224,0.88,32.50045069928223,74.2892490499397,16,High,Low,Moderate,High
2018,2,Model_78,4.0,Supervised,283.2887624484468,90.47816220841544,0.669903705882443,0.6063862789023439,0.64806135866084,0.7154073540746948,0.3,266,128.0,Adamax,7639.852731066255,0.71,7.639852731066255,72.10365730411193,4,High,High,Moderate,High
2011,11,Model_85,2.0,Reinforcement,980.0289471518741,105.2778507884657,0.8168984133840932,0.7560397769371501,0.6283868941475332,0.4414615610378412,0.11,384,256.0,Adamax,993.3133759743789,0.46,0.993313375974379,71.90057192239739,0,High,Low,Moderate,High
2017,9,Model_48,2.0,Supervised,274.0936778188152,38.60013405896703,0.5778147938836379,0.8437579111206416,0.9300503364024705,0.7776179033647415,0.13,135,256.0,RMSprop,2300.213389158603,0.73,2.300213389158603,86.53480807769597,2,High,High,Flexible,High
2019,10,Model_91,5.0,Unsupervised,804.8379843969068,49.11213795756036,0.4462726703419732,0.8675313211244651,1.0,0.6029265140108946,0.25,334,512.0,RMSprop,24647.54621526383,0.78,24.64754621526383,100.0,11,High,Low,Flexible,High
2020,3,Model_100,6.0,Unsupervised,239.3786181584113,68.03260352595396,0.8773336390473496,0.9904224794299616,0.5862206458167433,0.5079940354404596,0.26,349,32.0,SGD,58812.70092611742,0.88,58.81270092611742,76.05726773094281,20,Very High,Low,Moderate,Very High
2021,2,Model_1,5.0,Unsupervised,1003.031542946015,58.4859912431875,0.7051676172568649,0.6311045784530684,0.6490867874149141,0.8695561956240707,0.21,297,256.0,SGD,82899.42171759461,0.9,82.8994217175946,100.0,26,Very High,Low,Flexible,Very High
2014,4,Model_65,7.0,Supervised,151.8734430596069,10.84324631792252,0.6302371434379856,0.6695490575672043,0.6022733206341057,0.7060898260390233,0.16,87,32.0,Adam,394.0623975999145,0.52,0.3940623975999145,45.51220521760642,0,Low,Low,Very Strict,Low
2013,5,Model_22,8.0,Supervised,332.5622109982388,33.32711029529443,0.9179506211727577,0.6327146182257941,0.6251232407526678,0.6467188389016327,0.24,22,128.0,RMSprop,569.8727641012159,0.47,0.5698727641012159,75.55687439584396,0,High,High,Moderate,High
2019,2,Model_15,3.0,Reinforcement,339.162824188319,94.06403738355478,0.756520480903911,0.900609788206413,0.697915841495494,0.8821966657181438,0.14,361,64.0,Adamax,65212.31962128891,0.79,65.21231962128891,74.78700692377939,19,High,Low,Moderate,High
2014,1,Model_84,5.0,Unsupervised,287.0218335699138,73.61918458050715,0.7354551596218755,0.7660853299635193,0.7579454100733837,0.9910076945883037,0.15,97,16.0,SGD,407.0473346383478,0.53,0.4070473346383478,55.22358400942231,0,Low,Low,Strict,Low
2013,10,Model_67,6.0,Reinforcement,305.9732785039641,35.64575702806412,0.6263526330288831,0.3793680860979715,1.0,0.831504311590204,0.26,62,64.0,RMSprop,910.9294847075752,0.52,0.9109294847075752,58.52952928842289,0,Low,Low,Strict,Low
2017,11,Model_14,9.0,Unsupervised,415.9491213099235,42.40197472427261,0.6015933504492355,0.7207284948726711,0.4723819648084748,0.634756196767147,0.24,302,128.0,Adamax,5376.101862179599,0.62,5.376101862179599,64.82504910413745,3,High,High,Strict,High
2013,5,Model_73,2.0,Reinforcement,220.9373752662513,21.26025131080063,0.7891463275408868,0.899787498469228,0.5871144784740072,0.5228961739327473,0.21,397,32.0,RMSprop,376.6949977626741,0.44,0.3766949977626741,100.0,0,High,High,Flexible,High
2022,9,Model_19,4.0,Unsupervised,77.72854485627968,73.69908892646073,0.6233439461320602,0.5185632179552981,0.6503444560179522,0.8071371728901708,0.13,62,128.0,RMSprop,56520.4305517716,0.94,56.5204305517716,86.2134336078293,23,Very High,Low,Flexible,Very High
2019,12,Model_40,4.0,Unsupervised,351.26535531629,25.28531699957553,0.4266999798472487,0.9241771947668322,0.6503533625872058,0.8793930002179464,0.27,430,128.0,Adam,88542.30709740498,0.75,88.54230709740497,96.69598123005736,22,Very High,Low,Flexible,High
2021,12,Model_98,9.0,Supervised,432.2633449246291,65.06349259917542,0.8229427416191514,0.7503928185890495,0.8020278417694482,0.8669583872860406,0.11,357,128.0,RMSprop,96342.96413581519,0.86,96.34296413581518,57.11573102573901,28,High,Low,Strict,High
2022,5,Model_4,7.0,Supervised,768.9695879126252,89.25846350497525,0.7708650158683733,0.7628041538905517,0.7121950039011391,0.8286863798536732,0.23,460,32.0,Adamax,83859.49854750292,0.94,83.85949854750292,69.43750720339884,28,High,Low,Strict,High
2015,12,Model_33,9.0,Supervised,253.6892532341317,33.98342033627836,0.763041799834579,0.4623693033915888,0.8471380995625385,0.9046863304269396,0.25,69,64.0,Adam,274.0315972022507,0.64,0.2740315972022507,75.32517722615933,0,High,High,Moderate,High
2011,11,Model_43,8.0,Reinforcement,562.259665242625,52.12157132477392,1.0,0.7542197735244753,0.5953608301915944,0.6929328608217694,0.16,255,32.0,RMSprop,781.9618202093307,0.43,0.7819618202093307,60.62924697406763,0,High,Low,Strict,High
2014,10,Model_37,6.0,Reinforcement,558.9584898398376,48.29347390397542,0.8175065204863563,1.0,0.7749796010534383,0.5261900974575446,0.25,406,512.0,Adam,147.2124088646453,0.5,0.1472124088646453,94.44430341689298,0,High,High,Flexible,High
2015,9,Model_66,5.0,Reinforcement,836.4202158700622,51.58289651948222,0.5567639531427501,0.8223704456064586,0.738778774505739,0.8795830784887999,0.11,262,16.0,Adamax,850.9703741715857,0.58,0.8509703741715857,60.64760928656167,0,High,High,Strict,High
2014,12,Model_27,10.0,Reinforcement,666.1474817979464,42.13617081435369,0.7095844074138342,1.0,0.547907983574846,0.8696103756365545,0.29,89,256.0,RMSprop,594.1065639920707,0.48,0.5941065639920707,64.4761912171242,0,High,High,Strict,High
2021,10,Model_45,5.0,Reinforcement,192.8901326242939,50.82074572305656,0.7616280789587236,0.802997252691033,0.7011293675591286,0.6662570689294125,0.18,372,128.0,RMSprop,57817.17656247003,0.86,57.81717656247002,82.98240649858957,22,Very High,Low,Moderate,Very High
2011,6,Model_81,2.0,Supervised,213.2130353521281,27.31337117642312,0.6029058867404988,0.7372266611382933,0.8730600372172919,0.6870808339935964,0.27,485,16.0,SGD,824.1453640412263,0.41,0.8241453640412263,42.8666645382413,0,Low,Low,Very Strict,Low
2016,3,Model_50,3.0,Reinforcement,195.7430653167628,46.75515359775924,0.5465291707167541,0.5429039890934635,0.8628753360759693,0.8543563805269223,0.16,461,512.0,RMSprop,6350.850359494424,0.71,6.350850359494424,64.73181026723572,2,High,High,Strict,High
2013,4,Model_95,2.0,Unsupervised,637.1346479275895,52.12986364245555,0.6981211858932392,0.6561495037212011,0.8387631022416105,0.5409397046243511,0.24,333,512.0,Adam,938.696055789727,0.47,0.938696055789727,100.0,0,High,High,Flexible,High
2017,4,Model_63,4.0,Reinforcement,1442.151437470679,16.05086984132083,0.7145306961489778,0.713652241386408,0.6279532052836916,0.89907621339635,0.21,238,512.0,RMSprop,7100.364854280754,0.71,7.100364854280754,62.93843978625684,3,High,High,Strict,High
2016,1,Model_6,6.0,Unsupervised,375.7988143088461,28.85703214655083,0.3940151627377464,0.9475775364450207,0.9028591584661025,0.7757627434984194,0.19,298,512.0,Adam,5670.109968637453,0.58,5.670109968637453,100.0,2,High,High,Flexible,High
2016,3,Model_95,7.0,Supervised,585.4728056508739,21.22023570646691,0.7416892543495756,0.8078931829984262,0.6910447799583084,0.7732501133759497,0.3,391,512.0,Adamax,7109.544955361268,0.77,7.109544955361268,66.4829490182303,3,High,High,Strict,High
2018,3,Model_67,5.0,Reinforcement,147.4885413251042,68.46168783330148,1.0,0.9173240639359462,0.6988876971697702,0.6508877605754347,0.26,321,16.0,,4341.387274134097,0.78,4.341387274134098,59.21515925671116,3,Low,Moderate,Strict,High
2010,1,Model_67,4.0,Reinforcement,349.0519842826291,52.10455012515254,0.7425183637409141,0.8219896664852362,1.0,0.9648078395214778,0.13,171,128.0,SGD,364.8710025424504,0.44,0.3648710025424504,75.23310482080029,0,High,Low,Moderate,High
2019,9,Model_97,6.0,Unsupervised,589.865794263289,1.671099415728948,0.4922256786258784,0.692322718666029,0.4760384648559683,0.6442579880950478,0.3,292,256.0,RMSprop,38143.01856775722,0.76,38.14301856775722,92.41993968356819,14,High,Low,Flexible,High
2015,11,Model_59,2.0,Supervised,343.9177899100389,52.06887985195944,0.6059337332508382,0.7851272111373863,0.7330617745811351,0.617793390382118,0.19,499,512.0,RMSprop,277.7282369971601,0.58,0.2777282369971601,88.79269778641407,0,High,High,Flexible,High
2015,1,Model_13,9.0,Supervised,580.2664839269032,85.71365348257561,0.8870601405434421,0.6373530396033756,0.8103099294653058,0.8455739566105839,0.23,408,256.0,Adam,840.1834640510774,0.59,0.8401834640510774,53.83405632781981,0,Low,Low,Strict,Moderate
2015,9,Model_21,8.0,Unsupervised,263.815152669735,34.71014882913634,0.5824107227397836,0.6860971241341604,0.5046495003608278,0.7169032130062281,0.12,129,256.0,RMSprop,737.3353273850838,0.51,0.7373353273850838,100.0,0,High,High,Flexible,High
2022,1,Model_64,4.0,Supervised,538.2829023070138,35.32866306503496,0.6473993266921115,0.802126040195349,1.0,0.9244389529460383,0.3,435,32.0,SGD,20968.13822850299,0.97,20.96813822850299,86.83361688406703,14,High,Low,Flexible,Very High
2021,2,Model_37,3.0,Reinforcement,729.9121019638012,44.38667210683681,0.6935365701895212,0.8289886614699535,0.5101223002143497,0.8746032466254696,0.2,175,32.0,SGD,53184.17197235073,0.81,53.18417197235073,94.36374732190068,21,Very High,Low,Flexible,Very High
2015,2,Model_80,6.0,Supervised,755.0118991792614,38.60676303336078,0.518718576260164,0.6207508571756207,1.0,0.8493720634877965,0.19,90,16.0,SGD,671.728664531704,0.62,0.671728664531704,43.93869910600107,0,Low,Low,Very Strict,Moderate
2021,6,Model_85,5.0,Supervised,1299.715779158123,36.7254073862015,0.5974000571800769,0.9109583234508367,0.382553841322646,0.6147274189228861,0.16,233,64.0,Adamax,97828.51296721485,0.93,97.82851296721485,65.4689928217423,28,High,Low,Strict,High
2019,7,Model_48,6.0,Reinforcement,515.3608860072823,47.54215924138969,0.8589652799550029,0.775053548876976,0.6404030116113245,0.6514428749643127,0.18,68,256.0,Adam,66251.8128263795,0.77,66.25181282637949,66.8306855234694,19,High,Low,Strict,High
2016,11,Model_56,3.0,Unsupervised,326.8814079353156,36.28305715063956,0.5004953960776597,0.624900466971586,0.5773604360506369,0.8761161076482485,0.25,367,64.0,RMSprop,1271.014576878612,0.67,1.271014576878612,82.09483492166812,1,High,High,Moderate,High
2019,1,Model_44,7.0,Supervised,502.8179815781812,51.20626095632122,0.6567693238939755,0.8252712580230606,0.4142184766462267,0.9688390098480948,0.12,404,512.0,Adam,15598.30610006538,0.75,15.59830610006538,100.0,9,High,Low,Flexible,High
2015,3,Model_13,8.0,Reinforcement,262.4871996548223,14.00378932410779,0.669478431771033,0.9489542478653925,0.7422722564079751,0.5648036486538791,0.16,227,16.0,SGD,582.4013795561011,0.63,0.5824013795561012,48.862094187491,0,Low,Low,Very Strict,Moderate
2010,2,Model_4,6.0,Reinforcement,853.0466127326149,49.54395929332212,0.346561975482572,0.7241066677116687,0.7183416139557304,0.7988376443752468,0.17,363,256.0,Adam,713.9511092391742,0.37,0.7139511092391743,68.7689726675741,0,High,Low,Strict,High
2012,8,Model_95,2.0,Reinforcement,570.4579901609154,11.03410501111392,0.9197319732243558,0.5939308175630942,0.5892027883837584,0.6489071433084891,0.15,136,32.0,SGD,345.035677894161,0.48,0.3450356778941611,78.5894208960325,0,High,Low,Moderate,High
2011,9,Model_73,6.0,Unsupervised,684.5923865934132,69.64774958137983,0.8529969426665707,0.7256009250440586,0.4843282711149166,0.8004190785030751,0.14,361,128.0,RMSprop,513.7555322736831,0.41,0.5137555322736831,71.2043275531842,0,High,Low,Moderate,High
2015,2,Model_33,9.0,Supervised,84.01716124279632,85.11077024639002,0.7903075313902851,0.5848980926288367,0.7874255279970472,0.6531394767096785,0.3,394,512.0,Adam,513.7718624660441,0.57,0.5137718624660441,60.55215241152312,0,High,High,Strict,High
2017,2,Model_37,5.0,Supervised,309.3163466178056,17.78564508186337,0.5519629745794384,0.8116819671889312,0.6880530359484704,0.551926648579271,0.26,194,64.0,RMSprop,1226.429995650271,0.76,1.226429995650271,79.39643851765665,1,High,High,Moderate,High
2012,10,Model_53,8.0,Unsupervised,835.3707907674842,52.52583379602711,0.5382434207782456,0.4109099054955357,0.6085098188523713,0.8383651196916754,0.14,36,256.0,RMSprop,191.7366496137777,0.47,0.1917366496137777,50.93884796654419,0,Low,Low,Strict,Low
2019,9,Model_24,7.0,Unsupervised,490.8941530864564,12.69059224224867,0.7585578424395352,0.9026341440377835,0.8745271023605701,0.5238875188274956,0.28,327,256.0,RMSprop,65780.11140154283,0.68,65.78011140154283,61.00069335682132,19,High,Low,Strict,High
2017,4,Model_89,,Reinforcement,302.4148870578847,46.79969278871889,0.7823894557887712,0.9277073598590033,1.0,0.5677787212540621,0.18,212,512.0,RMSprop,2403.052145246523,0.66,2.403052145246523,92.78870378254446,2,High,High,Flexible,High
2017,5,Model_51,3.0,Unsupervised,212.97274960471,54.76193503882917,0.3462284921092019,0.7533821550721476,0.9295408832346828,0.5595261419953164,0.12,321,256.0,RMSprop,9585.39306529361,0.69,9.58539306529361,51.85068090420486,4,Moderate,Moderate,Strict,Moderate
2014,11,Model_41,7.0,Unsupervised,801.1771903464821,79.21939139598481,0.8790764904801307,0.443807028283731,0.8638676941784283,0.6518839834657529,0.22,250,128.0,Adamax,873.4762223308697,0.57,0.8734762223308697,65.02484883328299,0,High,High,Strict,High
2017,9,Model_29,2.0,Supervised,586.8070271633678,7.11470276198923,1.0,0.951374318275762,0.3186410875357983,0.756456275238292,0.21,133,128.0,Adam,9088.140027911082,0.64,9.088140027911082,73.52119094564577,4,High,High,Moderate,High
2015,6,Model_59,4.0,,297.9555950961363,66.17047887368585,0.5993842247587157,0.8614326577488202,0.8237481828691345,0.6532176708300973,0.19,144,256.0,SGD,234.6480821030422,0.47,0.2346480821030422,70.70627212218314,0,High,High,Moderate,High
2014,10,Model_40,4.0,Supervised,799.70010821265,58.55743663777624,0.621075790738399,0.6380627315731123,0.6280210509958071,0.5382254885332173,0.14,18,16.0,Adamax,111.3570571855819,0.58,0.1113570571855819,59.65566862296173,0,Low,Low,Strict,Low
2018,12,Model_51,3.0,Reinforcement,539.2014068975125,34.01894972503547,0.5020004864844697,0.7847465309594421,0.8046730664136472,0.7992309807743998,0.25,249,64.0,SGD,9650.407560688262,0.7,9.650407560688262,73.67760715062784,4,High,High,Moderate,High
2016,9,Model_50,6.0,Reinforcement,525.4127258005292,40.54308131099452,0.6168046943678674,0.5182573388193964,0.6316996374521767,0.8697748368277992,0.2,456,512.0,Adamax,3010.410082687112,0.64,3.010410082687112,92.04987063355469,2,High,High,Flexible,High
2017,9,Model_36,4.0,Reinforcement,118.5695239217414,41.5299985763309,0.6895701873208012,0.7631675052402735,0.6585942713031574,1.0,0.26,343,256.0,Adamax,9265.093792387735,0.6,9.265093792387736,61.97429456851569,4,High,High,Strict,High
2010,7,Model_79,5.0,Reinforcement,176.6398512682432,23.04244403811097,0.5224662951011062,0.871197333792958,0.8096636192396136,0.6337421904036133,0.14,32,512.0,SGD,142.5767482658973,0.33,0.1425767482658973,41.72270052475987,0,Low,Low,Very Strict,Low
2020,12,Model_60,4.0,Supervised,734.9340815991858,87.89162053630422,0.876810868302085,0.8898244623280441,0.7031264120758872,0.6405978264007673,0.3,385,32.0,SGD,40558.35628683564,0.86,40.55835628683564,100.0,16,High,Low,Flexible,Very High
2011,10,Model_18,2.0,Supervised,156.8055481794573,67.48453395317662,0.7765191315287088,0.8765372699895901,0.3005104709889731,0.6029050495617474,0.23,18,32.0,Adam,870.9534013860456,0.39,0.8709534013860456,67.64503623682361,0,High,Low,Strict,High
2017,9,Model_20,3.0,Unsupervised,284.1605537832796,112.85622560256,0.7548782682842899,0.6804424596434547,0.669443494670433,1.0,0.2,93,16.0,RMSprop,4405.270266076607,0.7,4.405270266076607,82.03010533896345,2,High,High,Moderate,High
2021,5,Model_5,4.0,Reinforcement,474.0277978160812,32.52731294987181,0.7147048600279545,0.8838403724967062,0.9138142510001851,0.7953043013595191,0.25,130,64.0,Adamax,67510.82881148913,0.9,67.51082881148913,86.90175470940503,23,Very High,Low,Flexible,Very High
2018,5,Model_18,3.0,Unsupervised,818.671436944099,87.72591906390257,0.8245914848958201,0.5514684910345852,0.8457923443541382,0.3562947640647832,0.22,142,16.0,Adamax,5792.551724866047,0.7,5.792551724866047,87.93568542336826,3,High,High,Flexible,High
2013,12,Model_40,1.0,Reinforcement,429.0676831056614,35.56124198260176,0.895186645049773,0.93438968664863,0.8576735479454702,0.9658921593219193,0.18,467,32.0,Adamax,439.5669379172894,0.65,0.4395669379172893,56.97302525645605,0,Low,Low,Strict,Low
2021,8,Model_1,6.0,Reinforcement,386.9862065676618,77.09205200268461,0.6440328385179959,0.6587029660991345,0.5844265242241815,0.6498849590896144,0.26,121,32.0,Adamax,36022.52540608203,0.84,36.02252540608203,100.0,17,High,Low,Flexible,Very High
2019,10,Model_19,4.0,Reinforcement,90.59114428202052,41.03324001673251,0.7177220815826015,0.9176018865171721,0.868458745425261,0.6089387045109077,0.17,357,512.0,SGD,82573.05381508208,0.73,82.57305381508208,100.0,21,Very High,Low,Flexible,High
2020,4,Model_87,6.0,Supervised,342.912640512736,13.32193358301343,0.6915920653688163,0.730255149404306,0.5751038185217975,0.533064823381758,0.11,424,32.0,SGD,98406.39288183762,0.81,98.40639288183762,56.31721346696234,26,High,Low,Strict,High
2019,9,Model_26,5.0,Reinforcement,545.6701281912965,70.64340592981577,0.7448964456077106,0.7376698537179329,0.8887487003959003,0.7202901851842857,0.26,18,128.0,RMSprop,18960.93873484788,0.81,18.96093873484788,80.86287348133824,10,High,Low,Moderate,High
2018,7,Model_29,5.0,Unsupervised,898.8355913825551,107.1850761381096,0.8620846739537079,0.8787692600256718,0.6700006976308928,0.542608896624653,0.16,18,32.0,RMSprop,9420.624889172304,0.7,9.420624889172304,79.3931492197433,4,High,High,Moderate,High
2013,7,Model_59,9.0,Unsupervised,295.767421366251,37.57577524613949,0.7447529997000208,0.6403697396148456,0.8349346081365785,0.8176830135306038,0.22,82,16.0,SGD,822.8114877786636,0.5,0.8228114877786636,61.88986829797359,0,High,High,Strict,High
2019,3,Model_63,6.0,Supervised,322.4958171302935,27.18307629103813,0.723496066592666,0.6639958207837993,0.5535035633454133,0.8271416989723419,0.28,247,256.0,RMSprop,88782.51915544904,0.82,88.78251915544905,68.54086334552385,22,High,Low,Strict,High
2019,4,Model_98,6.0,Reinforcement,252.6973648900066,60.44006213801391,0.623150021429108,0.9746448586594304,0.7780877190999077,0.7728592125752148,0.15,246,64.0,RMSprop,92230.47976614574,0.77,92.23047976614575,100.0,22,Very High,Low,Flexible,High
2019,7,Model_83,4.0,Supervised,676.2384214475102,82.39054755405829,0.892190853222072,0.7359369305130306,0.7649313463931235,0.7199253421238263,0.28,327,16.0,RMSprop,39513.69548864799,0.75,39.513695488648,43.73101954357379,14,High,Low,Very Strict,High
2018,11,Model_62,6.0,Unsupervised,298.7350904048693,28.20171996886997,0.7883652500475875,0.6383547921765262,0.8150299836873107,0.8837030815650072,0.14,121,64.0,Adamax,9409.191583706184,0.77,9.409191583706184,74.07093184754612,4,High,High,Moderate,High
2020,11,Model_48,5.0,Reinforcement,101.4833738423346,25.27672929369938,0.8417240016122536,0.4388910174798941,0.6269862623215379,0.823933471672541,0.15,161,128.0,Adam,24197.9523367268,0.71,24.1979523367268,51.65408305099756,12,High,Low,Strict,High
2016,5,Model_62,10.0,Supervised,210.6575467044555,84.36902859510019,0.6176144403977557,0.3924793854575744,0.9446473426252294,0.9161882451469822,0.21,242,512.0,Adam,7352.261381070859,0.72,7.352261381070859,100.0,3,High,High,Flexible,High
2011,12,Model_18,12.0,Reinforcement,234.5821877456566,40.29015843688717,0.6437529882236498,0.7177985038501544,0.7230029986553251,0.6563287521187007,0.21,218,256.0,SGD,683.9581675908031,0.34,0.6839581675908031,37.8082401750552,0,Low,Low,Very Strict,Low
2018,3,Model_66,6.0,Unsupervised,603.7119528146321,32.95271303972766,0.5141005992592816,0.7079078477850976,0.7065643583681749,0.706226486774664,0.28,123,128.0,SGD,7774.566910091597,0.79,7.774566910091598,66.00169382923019,4,High,High,Strict,High
2013,1,Model_27,1.0,Reinforcement,517.4413174679044,68.71948183248207,0.63176674591579,0.601035664268746,0.6700497905479188,0.949537621282296,0.15,454,128.0,Adamax,333.4295715052351,0.58,0.3334295715052351,74.9726169003674,0,High,High,Moderate,High
2017,7,Model_6,3.0,Reinforcement,457.1758655493687,25.899139484591,0.8637921503086398,0.4071207898438028,0.6252571818904284,0.7122244380637883,0.29,141,16.0,Adamax,2179.440957131422,0.64,2.179440957131422,83.34005186071727,2,High,High,Moderate,High
2016,6,Model_70,3.0,Supervised,461.5576106030412,64.91598906713863,0.8655064349891544,0.8380927817592845,0.5181387843326535,0.9194782804242626,0.22,474,256.0,Adam,5439.250420596105,0.68,5.439250420596105,74.31474136839522,2,High,High,Moderate,High
2022,10,Model_59,3.0,Supervised,508.0227035903715,43.7210975088083,0.6268752656929232,0.8811241892134215,0.7946986405707092,0.5244447783340259,0.23,127,256.0,SGD,72742.79619371572,0.88,72.74279619371572,100.0,26,Very High,Low,Flexible,Very High
2016,7,Model_6,8.0,Reinforcement,420.9318338062452,105.8074934320391,0.916584439355353,0.5820043631589557,0.9004058876711163,0.7523932128243482,0.1,458,32.0,RMSprop,7182.182308060641,0.65,7.182182308060641,46.62981323634337,3,Moderate,Moderate,Very Strict,Moderate
2017,2,Model_31,9.0,Reinforcement,635.6515751584488,35.90071763903331,0.8358387508999109,0.868503720007053,0.6448712816488936,0.8081090210361694,0.3,364,128.0,SGD,7881.217613190882,0.77,7.881217613190882,100.0,3,High,High,Flexible,High
2010,12,Model_94,3.0,Unsupervised,305.1861711245747,41.72066748819756,0.8016705335273111,0.9693741897319075,0.7805571423699944,0.5161691522327155,0.17,383,128.0,Adamax,554.7101940281517,0.42,0.5547101940281517,73.24097414180318,0,High,Low,Moderate,High
2014,4,Model_56,3.0,Unsupervised,633.2765180639941,25.71653264543117,0.9117641225112522,0.8030303946385938,0.911692719787614,0.6899607069854737,0.2,206,64.0,RMSprop,158.7559442633612,0.62,0.1587559442633612,75.20843068254955,0,High,High,Moderate,High
2011,2,Model_54,3.0,Unsupervised,1223.904166874547,14.32082866425751,0.5692187158094205,0.85458163174147,0.9602898653068878,0.6958152729647052,0.11,298,32.0,SGD,643.9453693026443,0.44,0.6439453693026442,65.34276777749047,0,High,Low,Strict,High
2011,8,Model_85,3.0,Supervised,263.1703036284803,27.20403350353339,0.6695288993295907,0.84972686523591,0.7465820799992606,0.9376879978962462,0.19,149,32.0,SGD,823.345653078864,0.35,0.823345653078864,66.73367501857933,0,High,Low,Strict,High
2010,7,Model_41,3.0,Unsupervised,333.2659554266539,5.634855351756245,0.8451359112380028,0.7040362708556399,0.5507210600177366,0.7143889029837154,0.12,436,256.0,Adamax,923.0438059146937,0.3,0.9230438059146937,91.16922619303065,0,High,Low,Flexible,High
